mode: atomic
github.com/kong/deck/diff/diff.go:50.39,59.2 4 0
github.com/kong/deck/dump/dump.go:156.24,158.17 2 0
github.com/kong/deck/dump/dump.go:158.17,160.4 1 0
github.com/kong/deck/dump/dump.go:161.3,162.13 2 0
github.com/kong/deck/dump/dump.go:165.2,165.24 1 0
github.com/kong/deck/dump/dump.go:165.24,176.17 2 0
github.com/kong/deck/dump/dump.go:176.17,178.4 1 0
github.com/kong/deck/dump/dump.go:179.3,180.13 2 0
github.com/kong/deck/dump/dump.go:186.3,187.24 1 0
github.com/kong/deck/dump/dump.go:187.24,189.17 2 0
github.com/kong/deck/dump/dump.go:189.17,191.4 1 0
github.com/kong/deck/dump/dump.go:192.3,193.13 2 0
github.com/kong/deck/dump/dump.go:196.2,196.24 1 0
github.com/kong/deck/dump/dump.go:196.24,198.17 2 0
github.com/kong/deck/dump/dump.go:198.17,200.4 1 0
github.com/kong/deck/dump/dump.go:201.3,202.13 2 0
github.com/kong/deck/dump/dump.go:205.2,205.24 1 0
github.com/kong/deck/dump/dump.go:205.24,207.17 2 0
github.com/kong/deck/dump/dump.go:207.17,209.4 1 0
github.com/kong/deck/dump/dump.go:210.3,211.27 2 0
github.com/kong/deck/dump/dump.go:211.27,214.4 2 0
github.com/kong/deck/dump/dump.go:215.3,216.13 2 0
github.com/kong/deck/dump/dump.go:219.2,219.24 1 0
github.com/kong/deck/dump/dump.go:219.24,221.17 2 0
github.com/kong/deck/dump/dump.go:221.17,223.4 1 0
github.com/kong/deck/dump/dump.go:224.3,225.13 2 0
github.com/kong/deck/dump/dump.go:228.2,228.25 1 0
github.com/kong/deck/dump/dump.go:228.25,229.25 1 0
github.com/kong/deck/dump/dump.go:229.25,231.18 2 0
github.com/kong/deck/dump/dump.go:231.18,233.5 1 0
github.com/kong/deck/dump/dump.go:234.4,235.14 2 0
github.com/kong/deck/dump/dump.go:239.2,239.24 1 0
github.com/kong/deck/dump/dump.go:239.24,241.17 2 0
github.com/kong/deck/dump/dump.go:241.17,243.4 1 0
github.com/kong/deck/dump/dump.go:244.3,245.13 2 0
github.com/kong/deck/dump/dump.go:248.2,248.24 1 0
github.com/kong/deck/dump/dump.go:248.24,250.17 2 0
github.com/kong/deck/dump/dump.go:250.17,252.4 1 0
github.com/kong/deck/dump/dump.go:253.3,255.17 3 0
github.com/kong/deck/dump/dump.go:255.17,257.4 1 0
github.com/kong/deck/dump/dump.go:258.3,259.13 2 0
github.com/kong/deck/dump/dump.go:262.2,262.24 1 0
github.com/kong/deck/dump/dump.go:262.24,264.17 2 0
github.com/kong/deck/dump/dump.go:264.17,266.4 1 0
github.com/kong/deck/dump/dump.go:267.3,268.13 2 0
github.com/kong/deck/dump/dump.go:274.3,275.24 1 0
github.com/kong/deck/dump/dump.go:275.24,277.17 2 0
github.com/kong/deck/dump/dump.go:277.17,279.4 1 0
github.com/kong/deck/dump/dump.go:280.3,281.13 2 0
github.com/kong/deck/dump/dump.go:284.2,284.24 1 0
github.com/kong/deck/dump/dump.go:284.24,286.17 2 0
github.com/kong/deck/dump/dump.go:286.17,288.4 1 0
github.com/kong/deck/dump/dump.go:289.3,290.13 2 0
github.com/kong/deck/dump/dump.go:296.96,299.47 2 0
github.com/kong/deck/dump/dump.go:299.47,301.3 1 0
github.com/kong/deck/dump/dump.go:303.2,306.30 2 0
github.com/kong/deck/dump/dump.go:306.30,308.3 1 0
github.com/kong/deck/dump/dump.go:308.8,311.28 2 0
github.com/kong/deck/dump/dump.go:311.28,314.4 2 0
github.com/kong/deck/dump/dump.go:317.2,318.16 2 0
github.com/kong/deck/dump/dump.go:318.16,320.3 1 0
github.com/kong/deck/dump/dump.go:322.2,322.20 1 0
github.com/kong/deck/dump/dump.go:328.28,332.6 3 0
github.com/kong/deck/dump/dump.go:332.6,334.17 2 0
github.com/kong/deck/dump/dump.go:334.17,336.4 1 0
github.com/kong/deck/dump/dump.go:337.3,337.35 1 0
github.com/kong/deck/dump/dump.go:337.35,339.4 1 0
github.com/kong/deck/dump/dump.go:340.3,341.21 2 0
github.com/kong/deck/dump/dump.go:341.21,342.9 1 0
github.com/kong/deck/dump/dump.go:344.3,344.16 1 0
github.com/kong/deck/dump/dump.go:346.2,346.22 1 0
github.com/kong/deck/dump/dump.go:352.26,356.6 3 0
github.com/kong/deck/dump/dump.go:356.6,358.17 2 0
github.com/kong/deck/dump/dump.go:358.17,360.4 1 0
github.com/kong/deck/dump/dump.go:361.3,361.35 1 0
github.com/kong/deck/dump/dump.go:361.35,363.4 1 0
github.com/kong/deck/dump/dump.go:364.3,365.21 2 0
github.com/kong/deck/dump/dump.go:365.21,366.9 1 0
github.com/kong/deck/dump/dump.go:368.3,368.16 1 0
github.com/kong/deck/dump/dump.go:370.2,370.20 1 0
github.com/kong/deck/dump/dump.go:376.27,380.6 3 0
github.com/kong/deck/dump/dump.go:380.6,382.17 2 0
github.com/kong/deck/dump/dump.go:382.17,384.4 1 0
github.com/kong/deck/dump/dump.go:385.3,385.35 1 0
github.com/kong/deck/dump/dump.go:385.35,387.4 1 0
github.com/kong/deck/dump/dump.go:388.3,389.21 2 0
github.com/kong/deck/dump/dump.go:389.21,390.9 1 0
github.com/kong/deck/dump/dump.go:392.3,392.16 1 0
github.com/kong/deck/dump/dump.go:394.2,394.21 1 0
github.com/kong/deck/dump/dump.go:400.32,404.6 3 0
github.com/kong/deck/dump/dump.go:404.6,406.17 2 0
github.com/kong/deck/dump/dump.go:406.17,408.4 1 0
github.com/kong/deck/dump/dump.go:409.3,409.35 1 0
github.com/kong/deck/dump/dump.go:409.35,411.4 1 0
github.com/kong/deck/dump/dump.go:412.3,412.26 1 0
github.com/kong/deck/dump/dump.go:412.26,416.4 3 0
github.com/kong/deck/dump/dump.go:417.3,417.21 1 0
github.com/kong/deck/dump/dump.go:417.21,418.9 1 0
github.com/kong/deck/dump/dump.go:420.3,420.16 1 0
github.com/kong/deck/dump/dump.go:422.2,422.26 1 0
github.com/kong/deck/dump/dump.go:429.34,433.6 3 0
github.com/kong/deck/dump/dump.go:433.6,443.17 2 0
github.com/kong/deck/dump/dump.go:443.17,444.31 1 0
github.com/kong/deck/dump/dump.go:444.31,446.5 1 0
github.com/kong/deck/dump/dump.go:447.4,447.19 1 0
github.com/kong/deck/dump/dump.go:449.3,449.35 1 0
github.com/kong/deck/dump/dump.go:449.35,451.4 1 0
github.com/kong/deck/dump/dump.go:452.3,453.21 2 0
github.com/kong/deck/dump/dump.go:453.21,454.9 1 0
github.com/kong/deck/dump/dump.go:456.3,456.16 1 0
github.com/kong/deck/dump/dump.go:458.2,458.28 1 0
github.com/kong/deck/dump/dump.go:464.24,468.6 3 0
github.com/kong/deck/dump/dump.go:468.6,470.17 2 0
github.com/kong/deck/dump/dump.go:470.17,472.4 1 0
github.com/kong/deck/dump/dump.go:473.3,473.35 1 0
github.com/kong/deck/dump/dump.go:473.35,475.4 1 0
github.com/kong/deck/dump/dump.go:476.3,477.21 2 0
github.com/kong/deck/dump/dump.go:477.21,478.9 1 0
github.com/kong/deck/dump/dump.go:480.3,480.16 1 0
github.com/kong/deck/dump/dump.go:482.2,482.18 1 0
github.com/kong/deck/dump/dump.go:489.29,493.6 3 0
github.com/kong/deck/dump/dump.go:493.6,495.17 2 0
github.com/kong/deck/dump/dump.go:495.17,497.4 1 0
github.com/kong/deck/dump/dump.go:498.3,498.35 1 0
github.com/kong/deck/dump/dump.go:498.35,500.4 1 0
github.com/kong/deck/dump/dump.go:501.3,501.35 1 0
github.com/kong/deck/dump/dump.go:501.35,503.4 1 0
github.com/kong/deck/dump/dump.go:504.3,505.21 2 0
github.com/kong/deck/dump/dump.go:505.21,506.9 1 0
github.com/kong/deck/dump/dump.go:508.3,508.16 1 0
github.com/kong/deck/dump/dump.go:510.2,510.23 1 0
github.com/kong/deck/dump/dump.go:518.29,521.6 2 0
github.com/kong/deck/dump/dump.go:521.6,523.17 2 0
github.com/kong/deck/dump/dump.go:523.17,525.4 1 0
github.com/kong/deck/dump/dump.go:526.3,526.35 1 0
github.com/kong/deck/dump/dump.go:526.35,528.4 1 0
github.com/kong/deck/dump/dump.go:529.3,529.35 1 0
github.com/kong/deck/dump/dump.go:529.35,531.4 1 0
github.com/kong/deck/dump/dump.go:532.3,533.21 2 0
github.com/kong/deck/dump/dump.go:533.21,534.9 1 0
github.com/kong/deck/dump/dump.go:536.3,536.16 1 0
github.com/kong/deck/dump/dump.go:538.2,538.23 1 0
github.com/kong/deck/dump/dump.go:544.29,548.6 3 0
github.com/kong/deck/dump/dump.go:548.6,550.17 2 0
github.com/kong/deck/dump/dump.go:550.17,552.4 1 0
github.com/kong/deck/dump/dump.go:553.3,553.35 1 0
github.com/kong/deck/dump/dump.go:553.35,555.4 1 0
github.com/kong/deck/dump/dump.go:556.3,557.21 2 0
github.com/kong/deck/dump/dump.go:557.21,558.9 1 0
github.com/kong/deck/dump/dump.go:560.3,560.16 1 0
github.com/kong/deck/dump/dump.go:562.2,562.23 1 0
github.com/kong/deck/dump/dump.go:568.40,572.6 3 0
github.com/kong/deck/dump/dump.go:572.6,574.17 2 0
github.com/kong/deck/dump/dump.go:574.17,576.4 1 0
github.com/kong/deck/dump/dump.go:577.3,577.35 1 0
github.com/kong/deck/dump/dump.go:577.35,579.4 1 0
github.com/kong/deck/dump/dump.go:581.3,581.26 1 0
github.com/kong/deck/dump/dump.go:581.26,583.18 2 0
github.com/kong/deck/dump/dump.go:583.18,585.5 1 0
github.com/kong/deck/dump/dump.go:586.4,586.36 1 0
github.com/kong/deck/dump/dump.go:586.36,588.5 1 0
github.com/kong/deck/dump/dump.go:589.4,594.62 2 0
github.com/kong/deck/dump/dump.go:596.3,596.21 1 0
github.com/kong/deck/dump/dump.go:596.21,597.9 1 0
github.com/kong/deck/dump/dump.go:599.3,599.16 1 0
github.com/kong/deck/dump/dump.go:601.2,601.34 1 0
github.com/kong/deck/dump/dump.go:609.27,613.37 3 0
github.com/kong/deck/dump/dump.go:613.37,614.7 1 0
github.com/kong/deck/dump/dump.go:614.7,616.18 2 0
github.com/kong/deck/dump/dump.go:616.18,618.5 1 0
github.com/kong/deck/dump/dump.go:619.4,619.36 1 0
github.com/kong/deck/dump/dump.go:619.36,621.5 1 0
github.com/kong/deck/dump/dump.go:622.4,623.22 2 0
github.com/kong/deck/dump/dump.go:623.22,624.10 1 0
github.com/kong/deck/dump/dump.go:626.4,626.17 1 0
github.com/kong/deck/dump/dump.go:630.2,630.21 1 0
github.com/kong/deck/dump/dump.go:636.26,640.6 3 0
github.com/kong/deck/dump/dump.go:640.6,642.58 2 0
github.com/kong/deck/dump/dump.go:642.58,644.4 1 0
github.com/kong/deck/dump/dump.go:645.3,645.17 1 0
github.com/kong/deck/dump/dump.go:645.17,647.4 1 0
github.com/kong/deck/dump/dump.go:648.3,648.35 1 0
github.com/kong/deck/dump/dump.go:648.35,650.4 1 0
github.com/kong/deck/dump/dump.go:651.3,652.21 2 0
github.com/kong/deck/dump/dump.go:652.21,653.9 1 0
github.com/kong/deck/dump/dump.go:655.3,655.16 1 0
github.com/kong/deck/dump/dump.go:658.2,658.20 1 0
github.com/kong/deck/dump/dump.go:664.28,668.6 3 0
github.com/kong/deck/dump/dump.go:668.6,670.30 2 0
github.com/kong/deck/dump/dump.go:670.30,672.4 1 0
github.com/kong/deck/dump/dump.go:673.3,673.17 1 0
github.com/kong/deck/dump/dump.go:673.17,675.4 1 0
github.com/kong/deck/dump/dump.go:676.3,676.35 1 0
github.com/kong/deck/dump/dump.go:676.35,678.4 1 0
github.com/kong/deck/dump/dump.go:679.3,680.21 2 0
github.com/kong/deck/dump/dump.go:680.21,681.9 1 0
github.com/kong/deck/dump/dump.go:683.3,683.16 1 0
github.com/kong/deck/dump/dump.go:685.2,685.22 1 0
github.com/kong/deck/dump/dump.go:691.29,695.6 3 0
github.com/kong/deck/dump/dump.go:695.6,697.30 2 0
github.com/kong/deck/dump/dump.go:697.30,699.4 1 0
github.com/kong/deck/dump/dump.go:700.3,700.17 1 0
github.com/kong/deck/dump/dump.go:700.17,702.4 1 0
github.com/kong/deck/dump/dump.go:703.3,703.35 1 0
github.com/kong/deck/dump/dump.go:703.35,705.4 1 0
github.com/kong/deck/dump/dump.go:706.3,707.21 2 0
github.com/kong/deck/dump/dump.go:707.21,708.9 1 0
github.com/kong/deck/dump/dump.go:710.3,710.16 1 0
github.com/kong/deck/dump/dump.go:712.2,712.23 1 0
github.com/kong/deck/dump/dump.go:718.28,722.6 3 0
github.com/kong/deck/dump/dump.go:722.6,724.30 2 0
github.com/kong/deck/dump/dump.go:724.30,726.4 1 0
github.com/kong/deck/dump/dump.go:727.3,727.17 1 0
github.com/kong/deck/dump/dump.go:727.17,729.4 1 0
github.com/kong/deck/dump/dump.go:730.3,730.35 1 0
github.com/kong/deck/dump/dump.go:730.35,732.4 1 0
github.com/kong/deck/dump/dump.go:733.3,734.21 2 0
github.com/kong/deck/dump/dump.go:734.21,735.9 1 0
github.com/kong/deck/dump/dump.go:737.3,737.16 1 0
github.com/kong/deck/dump/dump.go:739.2,739.22 1 0
github.com/kong/deck/dump/dump.go:745.30,749.6 3 0
github.com/kong/deck/dump/dump.go:749.6,751.30 2 0
github.com/kong/deck/dump/dump.go:751.30,753.4 1 0
github.com/kong/deck/dump/dump.go:754.3,754.17 1 0
github.com/kong/deck/dump/dump.go:754.17,756.4 1 0
github.com/kong/deck/dump/dump.go:757.3,757.35 1 0
github.com/kong/deck/dump/dump.go:757.35,759.4 1 0
github.com/kong/deck/dump/dump.go:760.3,761.21 2 0
github.com/kong/deck/dump/dump.go:761.21,762.9 1 0
github.com/kong/deck/dump/dump.go:764.3,764.16 1 0
github.com/kong/deck/dump/dump.go:766.2,766.24 1 0
github.com/kong/deck/dump/dump.go:772.37,776.6 3 0
github.com/kong/deck/dump/dump.go:776.6,778.30 2 0
github.com/kong/deck/dump/dump.go:778.30,780.4 1 0
github.com/kong/deck/dump/dump.go:781.3,781.17 1 0
github.com/kong/deck/dump/dump.go:781.17,783.4 1 0
github.com/kong/deck/dump/dump.go:784.3,784.35 1 0
github.com/kong/deck/dump/dump.go:784.35,786.4 1 0
github.com/kong/deck/dump/dump.go:787.3,788.21 2 0
github.com/kong/deck/dump/dump.go:788.21,789.9 1 0
github.com/kong/deck/dump/dump.go:791.3,791.16 1 0
github.com/kong/deck/dump/dump.go:793.2,793.25 1 0
github.com/kong/deck/dump/dump.go:799.29,803.6 3 0
github.com/kong/deck/dump/dump.go:803.6,805.30 2 0
github.com/kong/deck/dump/dump.go:805.30,807.4 1 0
github.com/kong/deck/dump/dump.go:808.3,808.17 1 0
github.com/kong/deck/dump/dump.go:808.17,810.4 1 0
github.com/kong/deck/dump/dump.go:811.3,811.35 1 0
github.com/kong/deck/dump/dump.go:811.35,813.4 1 0
github.com/kong/deck/dump/dump.go:814.3,815.21 2 0
github.com/kong/deck/dump/dump.go:815.21,816.9 1 0
github.com/kong/deck/dump/dump.go:818.3,818.16 1 0
github.com/kong/deck/dump/dump.go:820.2,820.23 1 0
github.com/kong/deck/dump/dump.go:826.29,830.6 3 0
github.com/kong/deck/dump/dump.go:830.6,832.30 2 0
github.com/kong/deck/dump/dump.go:832.30,834.4 1 0
github.com/kong/deck/dump/dump.go:835.3,835.17 1 0
github.com/kong/deck/dump/dump.go:835.17,845.32 2 0
github.com/kong/deck/dump/dump.go:845.32,846.47 1 0
github.com/kong/deck/dump/dump.go:846.47,848.6 1 0
github.com/kong/deck/dump/dump.go:850.4,850.19 1 0
github.com/kong/deck/dump/dump.go:852.3,852.35 1 0
github.com/kong/deck/dump/dump.go:852.35,854.4 1 0
github.com/kong/deck/dump/dump.go:855.3,856.21 2 0
github.com/kong/deck/dump/dump.go:856.21,857.9 1 0
github.com/kong/deck/dump/dump.go:859.3,859.16 1 0
github.com/kong/deck/dump/dump.go:861.2,861.23 1 0
github.com/kong/deck/dump/dump.go:867.29,869.16 2 0
github.com/kong/deck/dump/dump.go:869.16,871.3 1 0
github.com/kong/deck/dump/dump.go:872.2,872.34 1 0
github.com/kong/deck/dump/dump.go:872.34,874.3 1 0
github.com/kong/deck/dump/dump.go:876.2,876.19 1 0
github.com/kong/deck/dump/dump.go:881.43,884.16 3 0
github.com/kong/deck/dump/dump.go:884.16,886.3 1 0
github.com/kong/deck/dump/dump.go:887.2,887.34 1 0
github.com/kong/deck/dump/dump.go:887.34,889.3 1 0
github.com/kong/deck/dump/dump.go:891.2,891.26 1 0
github.com/kong/deck/dump/dump.go:891.26,893.17 2 0
github.com/kong/deck/dump/dump.go:893.17,895.4 1 0
github.com/kong/deck/dump/dump.go:896.3,896.35 1 0
github.com/kong/deck/dump/dump.go:896.35,898.4 1 0
github.com/kong/deck/dump/dump.go:899.3,899.29 1 0
github.com/kong/deck/dump/dump.go:902.2,902.17 1 0
github.com/kong/deck/dump/dump.go:906.69,908.28 2 0
github.com/kong/deck/dump/dump.go:908.28,909.55 1 0
github.com/kong/deck/dump/dump.go:909.55,910.12 1 0
github.com/kong/deck/dump/dump.go:912.3,912.33 1 0
github.com/kong/deck/dump/dump.go:914.2,914.17 1 0
github.com/kong/deck/dump/dump.go:918.74,920.28 2 0
github.com/kong/deck/dump/dump.go:920.28,921.65 1 0
github.com/kong/deck/dump/dump.go:921.65,922.12 1 0
github.com/kong/deck/dump/dump.go:924.3,924.33 1 0
github.com/kong/deck/dump/dump.go:926.2,926.17 1 0
github.com/kong/deck/dump/dump_konnect.go:22.35,29.24 5 0
github.com/kong/deck/dump/dump_konnect.go:29.24,33.17 3 0
github.com/kong/deck/dump/dump_konnect.go:33.17,35.4 1 0
github.com/kong/deck/dump/dump_konnect.go:38.3,43.13 5 0
github.com/kong/deck/dump/dump_konnect.go:43.13,46.29 2 0
github.com/kong/deck/dump/dump_konnect.go:46.29,48.5 1 0
github.com/kong/deck/dump/dump_konnect.go:51.3,54.45 3 0
github.com/kong/deck/dump/dump_konnect.go:54.45,58.18 2 0
github.com/kong/deck/dump/dump_konnect.go:58.18,60.5 1 0
github.com/kong/deck/dump/dump_konnect.go:61.4,61.19 1 0
github.com/kong/deck/dump/dump_konnect.go:61.19,64.19 3 0
github.com/kong/deck/dump/dump_konnect.go:64.19,67.6 2 0
github.com/kong/deck/dump/dump_konnect.go:68.5,68.43 1 0
github.com/kong/deck/dump/dump_konnect.go:70.4,70.19 1 0
github.com/kong/deck/dump/dump_konnect.go:70.19,73.19 3 0
github.com/kong/deck/dump/dump_konnect.go:73.19,76.6 2 0
github.com/kong/deck/dump/dump_konnect.go:77.5,77.56 1 0
github.com/kong/deck/dump/dump_konnect.go:80.3,80.45 1 0
github.com/kong/deck/dump/dump_konnect.go:80.45,81.56 1 0
github.com/kong/deck/dump/dump_konnect.go:81.56,83.19 2 0
github.com/kong/deck/dump/dump_konnect.go:83.19,85.6 1 0
github.com/kong/deck/dump/dump_konnect.go:86.5,86.45 1 0
github.com/kong/deck/dump/dump_konnect.go:86.45,89.20 3 0
github.com/kong/deck/dump/dump_konnect.go:89.20,92.7 2 0
github.com/kong/deck/dump/dump_konnect.go:93.6,93.57 1 0
github.com/kong/deck/dump/dump_konnect.go:97.3,98.17 2 0
github.com/kong/deck/dump/dump_konnect.go:98.17,100.4 1 0
github.com/kong/deck/dump/dump_konnect.go:101.3,105.18 5 0
github.com/kong/deck/dump/dump_konnect.go:105.18,107.4 1 0
github.com/kong/deck/dump/dump_konnect.go:108.3,108.13 1 0
github.com/kong/deck/dump/dump_konnect.go:112.2,112.24 1 0
github.com/kong/deck/dump/dump_konnect.go:112.24,116.3 3 0
github.com/kong/deck/dump/dump_konnect.go:118.2,119.16 2 0
github.com/kong/deck/dump/dump_konnect.go:119.16,121.3 1 0
github.com/kong/deck/dump/dump_konnect.go:123.2,125.18 2 0
github.com/kong/deck/dump/dump_konnect.go:130.29,133.29 3 6
github.com/kong/deck/dump/dump_konnect.go:133.29,135.26 1 5
github.com/kong/deck/dump/dump_konnect.go:136.10,137.24 1 1
github.com/kong/deck/dump/dump_konnect.go:138.11,144.33 3 4
github.com/kong/deck/dump/dump_konnect.go:144.33,145.45 1 5
github.com/kong/deck/dump/dump_konnect.go:145.45,147.6 1 2
github.com/kong/deck/dump/dump_konnect.go:147.11,148.74 1 3
github.com/kong/deck/dump/dump_konnect.go:148.74,150.6 1 1
github.com/kong/deck/dump/dump_konnect.go:153.4,153.32 1 4
github.com/kong/deck/dump/dump_konnect.go:153.32,155.5 1 2
github.com/kong/deck/dump/dump_konnect.go:158.2,158.12 1 6
github.com/kong/deck/dump/dump_konnect.go:163.19,165.37 2 9
github.com/kong/deck/dump/dump_konnect.go:165.37,169.38 1 7
github.com/kong/deck/dump/dump_konnect.go:169.38,171.4 1 4
github.com/kong/deck/dump/dump_konnect.go:173.2,173.12 1 9
github.com/kong/deck/dump/dump_konnect.go:177.74,179.28 2 3
github.com/kong/deck/dump/dump_konnect.go:179.28,180.28 1 8
github.com/kong/deck/dump/dump_konnect.go:180.28,181.12 1 6
github.com/kong/deck/dump/dump_konnect.go:183.3,183.33 1 2
github.com/kong/deck/dump/dump_konnect.go:185.2,185.17 1 3
github.com/kong/deck/dump/dump_konnect.go:188.51,189.32 1 8
github.com/kong/deck/dump/dump_konnect.go:189.32,190.44 1 11
github.com/kong/deck/dump/dump_konnect.go:190.44,192.4 1 6
github.com/kong/deck/dump/dump_konnect.go:194.2,194.14 1 2
github.com/kong/deck/cprint/color.go:16.90,17.19 1 3
github.com/kong/deck/cprint/color.go:17.19,19.3 1 0
github.com/kong/deck/cprint/color.go:20.2,22.18 3 3
github.com/kong/deck/cprint/color.go:25.68,26.19 1 9
github.com/kong/deck/cprint/color.go:26.19,28.3 1 6
github.com/kong/deck/cprint/color.go:29.2,31.10 3 3
github.com/kong/deck/cprint/color.go:40.55,42.3 1 1
github.com/kong/deck/cprint/color.go:45.55,47.3 1 1
github.com/kong/deck/cprint/color.go:50.55,52.3 1 1
github.com/kong/deck/cprint/color.go:60.41,62.3 1 3
github.com/kong/deck/cprint/color.go:65.41,67.3 1 3
github.com/kong/deck/cprint/color.go:70.41,72.3 1 3
github.com/kong/deck/cprint/color.go:74.39,76.3 1 0
github.com/kong/deck/crud/registry.go:16.48,17.20 1 28
github.com/kong/deck/crud/registry.go:17.20,19.3 1 7
github.com/kong/deck/crud/registry.go:20.2,20.16 1 28
github.com/kong/deck/crud/registry.go:25.57,26.16 1 11
github.com/kong/deck/crud/registry.go:26.16,28.3 1 2
github.com/kong/deck/crud/registry.go:29.2,30.26 2 9
github.com/kong/deck/crud/registry.go:30.26,32.3 1 2
github.com/kong/deck/crud/registry.go:33.2,34.12 2 7
github.com/kong/deck/crud/registry.go:38.55,40.16 2 3
github.com/kong/deck/crud/registry.go:40.16,41.13 1 2
github.com/kong/deck/crud/registry.go:47.52,48.16 1 20
github.com/kong/deck/crud/registry.go:48.16,50.3 1 1
github.com/kong/deck/crud/registry.go:51.2,53.9 3 19
github.com/kong/deck/crud/registry.go:53.9,55.3 1 5
github.com/kong/deck/crud/registry.go:56.2,56.15 1 14
github.com/kong/deck/crud/registry.go:61.85,63.16 2 4
github.com/kong/deck/crud/registry.go:63.16,65.3 1 1
github.com/kong/deck/crud/registry.go:67.2,68.16 2 3
github.com/kong/deck/crud/registry.go:68.16,70.3 1 1
github.com/kong/deck/crud/registry.go:71.2,71.17 1 2
github.com/kong/deck/crud/registry.go:76.85,78.16 2 4
github.com/kong/deck/crud/registry.go:78.16,80.3 1 1
github.com/kong/deck/crud/registry.go:82.2,83.16 2 3
github.com/kong/deck/crud/registry.go:83.16,85.3 1 1
github.com/kong/deck/crud/registry.go:86.2,86.17 1 2
github.com/kong/deck/crud/registry.go:91.85,93.16 2 4
github.com/kong/deck/crud/registry.go:93.16,95.3 1 1
github.com/kong/deck/crud/registry.go:97.2,98.16 2 3
github.com/kong/deck/crud/registry.go:98.16,100.3 1 1
github.com/kong/deck/crud/registry.go:101.2,101.17 1 2
github.com/kong/deck/crud/registry.go:105.88,107.16 2 5
github.com/kong/deck/crud/registry.go:107.16,109.3 1 1
github.com/kong/deck/crud/registry.go:111.2,113.17 2 4
github.com/kong/deck/crud/registry.go:114.19,115.36 1 1
github.com/kong/deck/crud/registry.go:116.19,117.36 1 1
github.com/kong/deck/crud/registry.go:118.19,119.36 1 1
github.com/kong/deck/crud/registry.go:120.10,121.59 1 1
github.com/kong/deck/crud/registry.go:124.2,124.16 1 3
github.com/kong/deck/crud/registry.go:124.16,126.3 1 1
github.com/kong/deck/crud/registry.go:127.2,127.17 1 2
github.com/kong/deck/crud/types.go:10.31,12.2 1 2
github.com/kong/deck/crud/types.go:45.34,47.9 2 0
github.com/kong/deck/crud/types.go:47.9,48.48 1 0
github.com/kong/deck/crud/types.go:50.2,50.14 1 0
github.com/kong/deck/file/builder.go:52.27,54.2 1 0
github.com/kong/deck/file/builder.go:58.85,66.16 6 21
github.com/kong/deck/file/builder.go:66.16,68.3 1 0
github.com/kong/deck/file/builder.go:70.2,71.16 2 21
github.com/kong/deck/file/builder.go:71.16,73.3 1 0
github.com/kong/deck/file/builder.go:74.2,76.45 2 21
github.com/kong/deck/file/builder.go:76.45,78.3 1 0
github.com/kong/deck/file/builder.go:80.2,80.60 1 21
github.com/kong/deck/file/builder.go:80.60,82.3 1 0
github.com/kong/deck/file/builder.go:85.2,86.20 2 21
github.com/kong/deck/file/builder.go:86.20,88.3 1 21
github.com/kong/deck/file/builder.go:89.2,101.18 9 21
github.com/kong/deck/file/builder.go:101.18,103.3 1 0
github.com/kong/deck/file/builder.go:104.2,104.43 1 21
github.com/kong/deck/file/builder.go:107.88,109.36 2 0
github.com/kong/deck/file/builder.go:109.36,121.3 2 0
github.com/kong/deck/file/builder.go:122.2,122.33 1 0
github.com/kong/deck/file/builder.go:127.9,128.36 1 0
github.com/kong/deck/file/builder.go:128.36,129.29 1 0
github.com/kong/deck/file/builder.go:129.29,133.41 2 0
github.com/kong/deck/file/builder.go:133.41,135.5 1 0
github.com/kong/deck/file/builder.go:135.10,135.25 1 0
github.com/kong/deck/file/builder.go:135.25,137.5 1 0
github.com/kong/deck/file/builder.go:137.10,139.5 1 0
github.com/kong/deck/file/builder.go:141.3,142.44 2 0
github.com/kong/deck/file/builder.go:144.2,144.12 1 0
github.com/kong/deck/file/builder.go:147.41,148.18 1 21
github.com/kong/deck/file/builder.go:148.18,150.3 1 0
github.com/kong/deck/file/builder.go:152.2,152.52 1 21
github.com/kong/deck/file/builder.go:152.52,155.25 3 0
github.com/kong/deck/file/builder.go:155.25,156.41 1 0
github.com/kong/deck/file/builder.go:156.41,158.5 1 0
github.com/kong/deck/file/builder.go:158.10,158.25 1 0
github.com/kong/deck/file/builder.go:158.25,161.5 2 0
github.com/kong/deck/file/builder.go:161.10,163.5 1 0
github.com/kong/deck/file/builder.go:165.3,172.17 4 0
github.com/kong/deck/file/builder.go:172.17,175.4 2 0
github.com/kong/deck/file/builder.go:184.3,184.45 1 0
github.com/kong/deck/file/builder.go:184.45,185.65 1 0
github.com/kong/deck/file/builder.go:185.65,188.5 2 0
github.com/kong/deck/file/builder.go:189.9,190.62 1 0
github.com/kong/deck/file/builder.go:190.62,193.5 2 0
github.com/kong/deck/file/builder.go:195.3,195.21 1 0
github.com/kong/deck/file/builder.go:195.21,197.4 1 0
github.com/kong/deck/file/builder.go:198.3,198.70 1 0
github.com/kong/deck/file/builder.go:202.39,203.18 1 21
github.com/kong/deck/file/builder.go:203.18,205.3 1 0
github.com/kong/deck/file/builder.go:207.2,207.46 1 21
github.com/kong/deck/file/builder.go:207.46,209.24 2 4
github.com/kong/deck/file/builder.go:209.24,212.41 2 4
github.com/kong/deck/file/builder.go:212.41,214.5 1 1
